feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,label
-472.36614990234375,63.62517547607422,-24.207189559936523,28.0667724609375,-9.416025161743164,10.955382347106934,-12.433319091796875,2.4273500442504883,-6.48974609375,-6.951079368591309,-20.852825164794922,2.395815849304199,-14.574590682983398,169.71449279785156,35.40500259399414,51.11270523071289,17.428300857543945,25.83317756652832,16.69586944580078,24.80472755432129,12.341416358947754,10.318403244018555,8.257638931274414,13.684804916381836,10.477401733398438,8.266153335571289,0.016416223719716072,0.022431420162320137,1831.4014713878944,1592.2769634133515,0.119964599609375,0.3674270212650299,0.2221311777830124,0.23491020500659943,0.1668223887681961,0.09914688766002655,0.16959835588932037,0.4065795838832855,0.5506760478019714,0.5338687896728516,0.2734547257423401,0.40630578994750977,0.4177992045879364,down
-312.2506103515625,66.26783752441406,-24.868396759033203,38.506561279296875,-5.9421563148498535,20.72667694091797,4.595528602600098,12.131532669067383,5.8035712242126465,17.018417358398438,-9.08763313293457,7.248991966247559,-3.2840969562530518,138.65528869628906,25.113094329833984,34.490516662597656,16.16190528869629,21.868173599243164,16.24092674255371,12.602251052856445,11.338113784790039,7.828070163726807,8.309223175048828,11.621630668640137,6.296013355255127,5.142704486846924,0.024653714150190353,0.0275591854006052,1988.2143028521364,1775.5416487531015,0.0982513427734375,0.6869978904724121,0.446824848651886,0.3088052272796631,0.35718008875846863,0.3218253552913666,0.36514395475387573,0.5151046514511108,0.46633103489875793,0.5993724465370178,0.594304621219635,0.5510269403457642,0.6399580836296082,down
-472.8779602050781,112.06549072265625,9.2059326171875,19.43796157836914,8.431756019592285,19.084728240966797,-22.905712127685547,8.50859546661377,-1.7628188133239746,20.187353134155273,-13.231721878051758,2.0250658988952637,-9.815917015075684,157.7919921875,39.71479034423828,15.2919282913208,18.037940979003906,9.151507377624512,16.804258346557617,25.960376739501953,13.789051055908203,15.211661338806152,14.353304862976074,9.740503311157227,13.787752151489258,13.195658683776855,0.012053328566253185,0.012722634710371494,1510.0535152738498,1708.2047949086998,0.084228515625,0.301885187625885,0.2396421581506729,0.325199156999588,0.40793323516845703,0.3148472309112549,0.5475322604179382,0.5971868634223938,0.5623125433921814,0.3628164529800415,0.28745824098587036,0.29273533821105957,0.2780831456184387,down
-303.80328369140625,97.14256286621094,6.61424446105957,20.71212387084961,-2.888434886932373,1.548341989517212,-12.690183639526367,-19.72683334350586,6.380548477172852,2.8923230171203613,-3.670722484588623,-0.4229744076728821,-4.278387069702148,153.70108032226562,35.02164077758789,23.0565242767334,20.5533447265625,19.200483322143555,16.61213493347168,12.1328706741333,12.661996841430664,12.814745903015137,14.149068832397461,12.48757553100586,9.511505126953125,6.593873023986816,0.061565980315208435,0.0757216364145279,1606.8418676699748,1703.7187635413102,0.0968475341796875,0.2291961908340454,0.1361650675535202,0.21013034880161285,0.17174358665943146,0.23922684788703918,0.5106181502342224,0.258855402469635,0.23427163064479828,0.26953160762786865,0.37883493304252625,0.5995933413505554,0.4771142303943634,down
-428.505859375,88.86503601074219,-8.555044174194336,16.855091094970703,-11.649914741516113,11.19074821472168,-5.380447864532471,-0.22673749923706055,-2.731204032897949,-6.224540710449219,-1.2123900651931763,-1.9766452312469482,-8.952281951904297,180.3781280517578,52.95623016357422,44.80624008178711,11.068618774414062,23.112621307373047,10.808711051940918,13.928923606872559,10.016059875488281,9.990209579467773,12.030774116516113,9.00627613067627,6.586826324462891,10.378535270690918,0.03829294443130493,0.04588633030653,1754.3440920363669,1622.3270246439902,0.1108551025390625,0.3758385479450226,0.35151034593582153,0.3127400279045105,0.29979050159454346,0.3678570091724396,0.32275813817977905,0.47476986050605774,0.6882089376449585,0.6317322850227356,0.47132688760757446,0.4598546624183655,0.5013411641120911,down
-402.0854187011719,87.73096466064453,2.6632277965545654,19.679840087890625,7.243529796600342,15.656551361083984,0.07100126147270203,6.454208850860596,1.753943681716919,10.283374786376953,3.132014036178589,7.612967014312744,1.682875156402588,190.25387573242188,29.490066528320312,20.680877685546875,21.08354377746582,12.729449272155762,12.085403442382812,14.15757942199707,9.907744407653809,13.227569580078125,7.881405353546143,5.194559097290039,5.319470405578613,8.51253604888916,0.03167524188756943,0.03804527595639229,1258.7557640972732,1742.977195697872,0.03515625,0.6628360152244568,0.637345016002655,0.6182924509048462,0.5832428932189941,0.5271518230438232,0.5487391352653503,0.6627082228660583,0.6589959263801575,0.670790433883667,0.6621502041816711,0.6321603655815125,0.6495214700698853,down
-430.50042724609375,94.36616516113281,-2.811990737915039,15.154905319213867,-0.30888551473617554,16.65898323059082,-0.3730926513671875,12.755260467529297,-4.856052875518799,14.017423629760742,-0.5436765551567078,7.7369160652160645,-5.391970634460449,33.751678466796875,20.180713653564453,11.028159141540527,10.86998462677002,6.59514045715332,4.183857440948486,9.667389869689941,6.273245334625244,5.485302925109863,6.44927453994751,6.071714878082275,4.267237663269043,5.996879577636719,0.009159480221569538,0.001432629069313407,1246.5825102322485,1765.8531445799704,0.013671875,0.625132143497467,0.5494961738586426,0.46692928671836853,0.5093528628349304,0.5194774866104126,0.587853193283081,0.5712054967880249,0.5865604877471924,0.5749326348304749,0.6609306931495667,0.734227180480957,0.6794650554656982,down
-383.55230712890625,62.35551452636719,-20.37322998046875,24.242145538330078,-1.8458093404769897,7.662303447723389,-6.491917610168457,14.45321273803711,-8.983312606811523,8.762083053588867,-14.944570541381836,10.447795867919922,-7.338051795959473,175.10549926757812,31.789569854736328,49.66363525390625,20.40201187133789,15.072519302368164,15.359774589538574,9.497832298278809,8.75096607208252,13.613286018371582,6.194591045379639,13.548571586608887,7.553254127502441,7.9462738037109375,0.01982736587524414,0.02264498546719551,2047.8530943633536,1795.0873957420267,0.1053009033203125,0.6287696361541748,0.3853902816772461,0.3499452769756317,0.26547008752822876,0.3853565752506256,0.3909051716327667,0.3205813467502594,0.36462247371673584,0.4083104133605957,0.4942176342010498,0.6128907799720764,0.5874429941177368,down
-510.06243896484375,34.39141845703125,0.5326404571533203,19.940616607666016,-6.730853080749512,14.056971549987793,5.422720909118652,1.4226467609405518,1.7588516473770142,1.3321764469146729,-2.404120445251465,1.3391729593276978,-8.8060302734375,78.16382598876953,12.97089672088623,30.384225845336914,11.514434814453125,18.442434310913086,9.014265060424805,4.635534763336182,8.815980911254883,8.933545112609863,4.782943248748779,5.489492893218994,4.993352890014648,5.652166843414307,0.002072958741337061,0.003044460667297244,2907.685129557128,2151.8881668361128,0.2574615478515625,0.5060459971427917,0.526794970035553,0.49072593450546265,0.5158780813217163,0.47377675771713257,0.6302431225776672,0.7670504450798035,0.6802715063095093,0.5019420981407166,0.4999997317790985,0.560238778591156,0.5450716614723206,down
-385.175048828125,120.93539428710938,-2.1333255767822266,11.666616439819336,14.766214370727539,-5.0256452560424805,-2.3951833248138428,1.7406160831451416,1.6461442708969116,-3.9980602264404297,-2.684767723083496,-3.3779258728027344,0.5387065410614014,183.31370544433594,66.18659973144531,41.24613952636719,24.77382469177246,20.158536911010742,13.111884117126465,13.172024726867676,9.547215461730957,13.811782836914062,14.23961353302002,11.337632179260254,8.894851684570312,12.812040328979492,0.05770077556371689,0.07432461529970169,999.1987229505037,1075.355099940199,0.076202392578125,0.4792500138282776,0.33331096172332764,0.27630823850631714,0.39852985739707947,0.29015326499938965,0.270075261592865,0.3251860737800598,0.3839675784111023,0.3996873199939728,0.42567622661590576,0.44909361004829407,0.49956226348876953,down
-159.19227600097656,63.9658203125,-40.95616912841797,6.711538791656494,-25.473133087158203,4.269834518432617,-14.533658981323242,-0.2583848834037781,3.8094422817230225,11.144061088562012,13.216493606567383,1.337884783744812,1.4748265743255615,210.8130645751953,36.59732437133789,23.613372802734375,25.26824378967285,23.8658447265625,16.734607696533203,12.899641990661621,14.533658027648926,9.080748558044434,13.400142669677734,16.44940185546875,12.377083778381348,12.51194953918457,0.25128549337387085,0.2891079783439636,1947.8094630737203,1453.1031784104841,0.17645263671875,0.3159467875957489,0.3370864689350128,0.3747703433036804,0.35798195004463196,0.37023577094078064,0.4033276438713074,0.48130106925964355,0.4448202848434448,0.22338467836380005,0.21770727634429932,0.29950934648513794,0.2919606566429138,down
-449.46026611328125,67.87244415283203,-9.791682243347168,26.819202423095703,-2.7074265480041504,-3.6749253273010254,-23.412857055664062,4.5509748458862305,-4.950773239135742,-7.288747787475586,-10.720926284790039,-2.7376492023468018,-15.932861328125,102.11750030517578,31.835420608520508,11.798410415649414,10.29296875,12.764725685119629,12.66479778289795,9.898317337036133,12.260956764221191,8.366669654846191,5.828314304351807,12.420125961303711,6.3334527015686035,5.845499038696289,0.007759665139019489,0.011032436974346638,2148.0386444192445,1877.818372471129,0.174163818359375,0.3737424910068512,0.4247412085533142,0.4270232021808624,0.4416745603084564,0.5204702615737915,0.6166041493415833,0.6149666905403137,0.5599039793014526,0.5817124247550964,0.6107450127601624,0.615696132183075,0.49045225977897644,down
-451.091796875,59.180572509765625,10.309717178344727,7.405667304992676,-12.432172775268555,7.820145606994629,-10.242850303649902,-0.4924567937850952,-12.071681022644043,8.995965957641602,-8.547534942626953,9.547601699829102,-5.117099761962891,129.51319885253906,39.87310791015625,21.564189910888672,15.269968032836914,18.478145599365234,12.157296180725098,14.045086860656738,14.907698631286621,13.51390552520752,6.2309112548828125,6.251640319824219,6.3007493019104,4.312723159790039,0.0074602453969419,0.010127321816980839,2720.1103831613573,2051.902650947211,0.235992431640625,0.5538619160652161,0.5745499730110168,0.49430182576179504,0.572536051273346,0.5607587099075317,0.584326446056366,0.5623258948326111,0.61509770154953,0.6558399796485901,0.5056987404823303,0.3780825436115265,0.4252685010433197,down
-552.2283325195312,115.37637329101562,6.246637344360352,4.799398422241211,-11.886598587036133,-0.9000082015991211,-2.039402961730957,-3.8038620948791504,-9.643795013427734,0.24239498376846313,-9.795377731323242,-1.7795355319976807,-16.186969757080078,146.6133270263672,47.50310516357422,26.419458389282227,17.12141227722168,18.059423446655273,13.17198657989502,14.82418155670166,6.730328559875488,10.663280487060547,6.479824066162109,9.771622657775879,5.327626705169678,8.884675979614258,0.0054017044603824615,0.006052881944924593,1518.9574892239643,1618.7385713814995,0.09527587890625,0.6206197142601013,0.5174219608306885,0.4473520815372467,0.30928483605384827,0.2504642605781555,0.31154128909111023,0.3748844861984253,0.5039410591125488,0.42750293016433716,0.5151005983352661,0.6438210010528564,0.6359410881996155,down
-249.97036743164062,146.81326293945312,-36.56900405883789,-4.038877010345459,-5.298805236816406,-14.599483489990234,-2.0580248832702637,-2.002504825592041,-4.37495231628418,10.308168411254883,-0.11119002103805542,-17.52214813232422,-9.211230278015137,106.22728729248047,42.58087921142578,53.011531829833984,16.747833251953125,16.77928924560547,19.411283493041992,12.981338500976562,8.802290916442871,10.053616523742676,8.518720626831055,7.989891052246094,14.353965759277344,8.477416038513184,0.1845507025718689,0.16967861354351044,1121.6577869053297,1078.7792842479475,0.0761871337890625,0.15927593410015106,0.14605265855789185,0.4292801022529602,0.5531458258628845,0.44737881422042847,0.31928735971450806,0.2875376343727112,0.2576241195201874,0.345051109790802,0.2906702756881714,0.2561347484588623,0.1360306590795517,down
-362.8292236328125,113.13275146484375,-13.664633750915527,-14.257170677185059,0.46314144134521484,-27.828163146972656,-26.25519561767578,-13.23879623413086,-12.146857261657715,0.6278417706489563,-22.212589263916016,-17.232954025268555,-21.02490234375,115.10543823242188,39.116302490234375,25.832767486572266,25.67986488342285,10.890973091125488,24.923625946044922,11.977524757385254,5.150251388549805,9.850373268127441,5.67271089553833,9.520339012145996,7.336629390716553,10.118382453918457,0.06142762303352356,0.0707278773188591,1322.252335932178,1390.7623687172563,0.0835113525390625,0.1453079730272293,0.15668801963329315,0.2471274435520172,0.13660143315792084,0.08001766353845596,0.1311466544866562,0.39225929975509644,0.4620327949523926,0.25593769550323486,0.21435974538326263,0.3532623052597046,0.4968017637729645,down
-334.2886047363281,72.05479431152344,-35.5843505859375,23.223209381103516,-31.97456932067871,-23.162975311279297,-4.900688648223877,-14.66707992553711,-11.211605072021484,-12.619747161865234,-19.625137329101562,-11.724416732788086,-12.70649528503418,136.2565460205078,33.67483901977539,33.36869430541992,19.192766189575195,17.207439422607422,19.58321762084961,7.487433433532715,8.853646278381348,9.922666549682617,7.304837226867676,8.36040210723877,7.307990550994873,8.347034454345703,0.036968894302845,0.038147494196891785,1799.905056589457,1534.487163677356,0.123138427734375,0.27057474851608276,0.19243910908699036,0.12311436235904694,0.1447553187608719,0.3484014868736267,0.5458390116691589,0.559370756149292,0.420463502407074,0.36934465169906616,0.5009683966636658,0.3377341032028198,0.2719365954399109,down
